site name,gauge number,owner,lat,lon
Archer_R Tele Xing,922001A,"QLD - Department of Regional Development, Manufacturing and Water",-13.417588,142.920737
Archies,509685,WA - Department of Water and Environmental Regulation,-34.28828861,116.0699527
Archies Oven Gully,607032,WA - Department of Water and Environmental Regulation,-34.28700984,116.0666313
Arden / Woodforde R,G0280010,"NT - Department of Environment, Parks and Water Security",-22.367427,133.323877
ARDMONA @ RETARDING,405721,"VIC - Department of Environment, Land, Water and Planning",-36.32350531,145.2962241
ARDMONA MD RETARDING,405753,"VIC - Department of Environment, Land, Water and Planning",-36.34970014,145.2949291
Ardross,617017,WA - Department of Water and Environmental Regulation,-30.39049759,115.0683161
Area Office,509389,WA - Department of Water and Environmental Regulation,-33.07511067,115.9103027
Argo Farm,509376,WA - Department of Water and Environmental Regulation,-33.66064625,116.3807719
Argyle Vill Top Dam Wsl,ODSS_18337_WSLAHD.1,WA - Water Corporation,-16.1135755,128.732855
ARKINS @ WYELANGTA,235205,"VIC - Department of Environment, Land, Water and Planning",-38.63955922,143.4431397
ARM RIVER - ABOVE MERSEY,624.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.68944444,146.2155
Armadeus,6100236,WA - Department of Water and Environmental Regulation,-33.83152086,115.0750066
ARMSTRONG CREEK EAST,229107,"VIC - Department of Environment, Land, Water and Planning",-37.63833333,145.8666667
Armstrong R u/s Hwy,G8110075,"NT - Department of Environment, Parks and Water Security",-16.605703,131.789607
ARMSTRONG U/S WEIR,229104C,VIC - Melbourne Water Corporation (Melbourne Water),-37.6334,145.862
ARMY CAMP ROAD RB,229628A,VIC - Melbourne Water Corporation (Melbourne Water),-37.68027054,144.9365053
Arnhem Hwy,G8170021,"NT - Department of Environment, Parks and Water Security",-12.659964,131.337086
Arnold's @ MM Mine,130365A,"QLD - Department of Regional Development, Manufacturing and Water",-23.62847222,150.3818611
Aroona Creek/Dam,A5100500,SA - Department for Environment and Water,-30.5849,138.3585
Aroona Dam Pluvio,A5100516,SA - Department for Environment and Water,-30.5852,138.3592
Arrino,508035,WA - Department of Water and Environmental Regulation,-29.46483696,115.5607274
ARTHUR RIVER BELOW RAPID RIVER,159.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.122323,145.07864
ARTHURS C-ARTHURS CK,229620A,VIC - Melbourne Water Corporation (Melbourne Water),-37.58197598,145.2062307
ARTHURS CK-NUTFIELD,229272A,VIC - Melbourne Water Corporation (Melbourne Water),-37.598,145.183
ARTHURS LAKE - AT PUMP STATION,418.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.98830556,146.8624722
ARTHURS SEAT RG,586202,VIC - Melbourne Water Corporation (Melbourne Water),-38.3566,144.949
Ashley Drive,570806,"ACT - Environment, Planning and Sustainable Development Directorate",-35.42572222,149.1034444
Ashton Joint Venture,502034,WA - Department of Water and Environmental Regulation,-16.72588351,128.4429867
Ashton Joint Venture,502035,WA - Department of Water and Environmental Regulation,-16.68488228,128.3921793
ASPLEY RESERVOIR,LCR566,QLD - Brisbane City Council,-27.373943,153.009486
Atkinson Dam Gravity Channel,143222A,QLD - Queensland Bulk Water Supply Authority (Seqwater),-27.43203812,146.4641624
Atkinson_Ck Outlet,143222A,"QLD - Department of Regional Development, Manufacturing and Water",-27.43194444,152.4641667
Atom Rd,509074,WA - Department of Water and Environmental Regulation,-33.59964904,116.0735007
ATTADALE CK RUNAWAY,A2390546,SA - South Eastern Water Conservation and Drainage Board,-37.12921267,140.9490237
AUBURN RSL BC,566082,NSW - Sydney Water Corporation (Sydney Water),-33.8602,151.019
Auburn_R Dykehead,136305A,"QLD - Department of Regional Development, Manufacturing and Water",-25.6814991,151.0076804
Auburn_R Glenwood,136302A,"QLD - Department of Regional Development, Manufacturing and Water",-25.69158397,150.9582384
AUGUSTA LAKE - AT INTAKE,155.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.84444444,146.5722222
AUGUSTA LAKE EAST - No.1 SITE,972.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.84305556,146.5783333
AUSTIN ROAD,228715A,VIC - Melbourne Water Corporation (Melbourne Water),-38.1054152,145.135706
AUSTRALIAN WOOLSHED,KVR545,QLD - Brisbane City Council,-27.3944,152.9307
Australind Bypass,612059,WA - Department of Water and Environmental Regulation,-33.31326362,115.7378948
AVALON BC,566172,NSW - Sydney Water Corporation (Sydney Water),-33.6344,151.3271
AVOCA @ AMPHITHEATRE,408202,"VIC - Department of Environment, Land, Water and Planning",-37.18202767,143.4055621
AVOCA @ ARCHDALE,408206,"VIC - Department of Environment, Land, Water and Planning",-36.88473812,143.5030939
AVOCA @ CHARLTON,408212,"VIC - Department of Environment, Land, Water and Planning",-36.25380216,143.3774657
AVOCA @ QUAMBATOOK,408203,"VIC - Department of Environment, Land, Water and Planning",-35.90616922,143.5121865
AVOCA @SANDHILL L RD,408209,"VIC - Department of Environment, Land, Water and Planning",-35.73397305,143.6846113
AVOCA R @ CHARLTON T,408219,"VIC - Department of Environment, Land, Water and Planning",-36.267109,143.34874
AVOCA R @ COONOOER,408200,"VIC - Department of Environment, Land, Water and Planning",-36.43809,143.29839
AVOCA R O/F TRESCO,408213,"VIC - Department of Environment, Land, Water and Planning",-35.47242435,143.6805991
AVOCA RAIN GAUGE,408800,"VIC - Department of Environment, Land, Water and Planning",-37.0871361,143.4826734
Avoca Vale,143018A,"QLD - Department of Regional Development, Manufacturing and Water",-26.7525,152.235
Avon,212211.1,NSW - Water NSW,-34.419586,150.675933
Avon,212211.6,NSW - Water NSW,-34.419586,150.675933
Avon,212211.3,NSW - Water NSW,-34.419586,150.675933
AVON @ CHANNEL,225224,"VIC - Department of Environment, Land, Water and Planning",-37.80184085,146.8849073
AVON @ CHANNEL,225224A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.80184085,146.8849073
AVON @ STRATFORD,225201,"VIC - Department of Environment, Land, Water and Planning",-37.9685868,147.0760061
AVON @ STRATFORD,225201A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.9685868,147.0760061
AVON D/S WAUKIVORY,208028,"NSW - Department of Planning, Industry and Environment – Water",-32.04258776,151.9677898
AVON R @ CHINN'S BR,225234,"VIC - Department of Environment, Land, Water and Planning",-38.0238042,147.1736143
AVON R @ CHINN'S BR,225234B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.0238042,147.1736143
AVON R @ SUMMIT TANK,2122111,"NSW - Department of Planning, Industry and Environment – Water",-34.511653,150.690361
AVON R @WIMMERA HWY,415220,"VIC - Department of Environment, Land, Water and Planning",-36.64058,142.97865
AVON R. @ AVON WEIR,212210,"NSW - Department of Planning, Industry and Environment – Water",-34.33968181,150.6503911
AVON U/S VALENCIA C,225255,"VIC - Department of Environment, Land, Water and Planning",-37.8216,146.981
AVON U/S VALENCIA C,225255A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.8216,146.981
AVON@ D/S WENHAM BDG,208033,"NSW - Department of Planning, Industry and Environment – Water",-32.10632607,151.9464275
AVONDALE HEIGHTS RG,230806A,VIC - Melbourne Water Corporation (Melbourne Water),-37.7637,144.869
AXE @ LONGLEA,406214,"VIC - Department of Environment, Land, Water and Planning",-36.77349188,144.4281046
AXE @STRATHFIELDSAYE,406262,"VIC - Department of Environment, Land, Water and Planning",-36.81091716,144.3912111
AXE CK @ SEDGEWICK,406216,"VIC - Department of Environment, Land, Water and Planning",-36.89687871,144.355601
B B CH @ DOREEN LANE,419090,"NSW - Department of Planning, Industry and Environment – Water",-30.17443611,149.3043806
B'BAH 2 @ GOLDB'S GA,410171,"NSW - Department of Planning, Industry and Environment – Water",-34.274,145.8671
B'BONG @ WALBUNDRIE,410091,"NSW - Department of Planning, Industry and Environment – Water",-35.6927,146.7218
B'BONG @ WANGANELLA,41010810,"NSW - Department of Planning, Industry and Environment – Water",-35.2123,144.8165
B/BONG D/S 10-MTN CK,410186,"NSW - Department of Planning, Industry and Environment – Water",-35.6855,147.185
B/BONG U/S INNES BDG,410170,"NSW - Department of Planning, Industry and Environment – Water",-35.3223,145.9753
Babinda_Ck Babinda,111102A,"QLD - Department of Regional Development, Manufacturing and Water",-17.35083333,145.9247222
Babinda_Ck Babinda,111102B,"QLD - Department of Regional Development, Manufacturing and Water",-17.35277778,145.9236111
BAC THEN BRIS. SQ,BCR015,QLD - Brisbane City Council,-27.4705,153.0228
BACCHUS MARSH MAIN,231706A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.67996,144.375602
BACCHUS MARSH O/F CH,231716A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.64833636,144.4383033
BACK CK @ COWRA,412169,"NSW - Department of Planning, Industry and Environment – Water",-33.8188,148.5971
BACK CREEK @ BENDIGO,407257,"VIC - Department of Environment, Land, Water and Planning",-36.76333333,144.2916667
BACK CREEK @ LONGFORD,18218.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.577895,147.10686
BACK CREEK @ MOORES,402212,"VIC - Department of Environment, Land, Water and Planning",-36.34,146.8433333
BACK CREEK US WILMORES LANE,18219.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.617128,147.099499
Back Flats,570967,ACT - Icon Water Limited,-35.51925,148.9096389
Back Huntly Rd,614186,WA - Department of Water and Environmental Regulation,-32.62990406,116.0325963
BACK RUN CREEK AT TOOMS LAKE RD,18228.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-42.199244,147.67356
Back_Ck Beechmont,146014A,"QLD - Department of Regional Development, Manufacturing and Water",-28.12466667,153.18875
Bacon DS,6163441,WA - Department of Water and Environmental Regulation,-32.0252,115.9241
Bacon US,6163414,WA - Department of Water and Environmental Regulation,-32.020756,115.930439
Bacton Rd landfill,LTR1879,QLD - Brisbane City Council,-27.51019158,153.1536848
Baden Powell,614006,WA - Department of Water and Environmental Regulation,-32.77217354,116.0843055
Badyeeda Pool,506005,WA - Department of Water and Environmental Regulation,-23.48344844,114.1807889
Badyeeda Pool,705002,WA - Department of Water and Environmental Regulation,-23.48229279,114.2766492
Baffle_Ck  Roadview,134001A,"QLD - Department of Regional Development, Manufacturing and Water",-24.51393216,151.736603
Baffle_Ck Mimdale,134001B,"QLD - Department of Regional Development, Manufacturing and Water",-24.51363146,151.7362803
BAGO@YAVEN C RAINFAL,72082,"NSW - Department of Planning, Industry and Environment – Water",-35.55279544,147.9827973
Baker C Black Jgl,G8170083,"NT - Department of Environment, Parks and Water Security",-12.549583,131.215484
BAKER R DRN R-P Rd,A2390515,SA - South Eastern Water Conservation and Drainage Board,-37.3558,140.5522
BAKER R S DR PHILLIP,A2391001,SA - South Eastern Water Conservation and Drainage Board,-37.25564,140.50804
BAKER R WC D/S BRG,A2391007,SA - South Eastern Water Conservation and Drainage Board,-36.19514,139.86264
Baker Range Reflows,A2391146,SA - South Eastern Water Conservation and Drainage Board,-37.225826,140.491325
BAKERS R WC G CUTTNG,A2390556,SA - South Eastern Water Conservation and Drainage Board,-36.6455,140.2121
BAKERS RANGE CATCH DRAIN @ G-Cutting,A2391010,SA - South Eastern Water Conservation and Drainage Board,-36.6446,140.2114
Bakers Range South,A2391125,SA - South Eastern Water Conservation and Drainage Board,-37.235641,140.491079
Bakers_Ck Abbotts,126006A,"QLD - Department of Regional Development, Manufacturing and Water",-21.195,149.1066667
Bald Hill Site 1,A2391150,SA - South Eastern Water Conservation and Drainage Board,-36.647675,140.066345
Bald Hill Site 2,A2391151,SA - South Eastern Water Conservation and Drainage Board,-36.4455,139.959292
Bald Hills Junction,A2391144,SA - South Eastern Water Conservation and Drainage Board,-36.43874772,139.9167072
Baldania Ck Conflu,606218,WA - Department of Water and Environmental Regulation,-34.74869287,116.1877711
Baldania Ck Conflu,509196,WA - Department of Water and Environmental Regulation,-34.75213888,116.1839244
Balgarup,609006,WA - Department of Water and Environmental Regulation,-33.94612352,117.2109107
Balgarup,510041,WA - Department of Water and Environmental Regulation,-33.94612352,117.2109107
Balgownie,422352A,"QLD - Department of Regional Development, Manufacturing and Water",-27.84989444,151.6908389
BALGOWNIE RESERVOIR,568162,NSW - Sydney Water Corporation (Sydney Water),-34.3928,150.8703
Balinghalls Farm,509081,WA - Department of Water and Environmental Regulation,-33.22455044,116.1552894
Balladong St York,615024,WA - Department of Water and Environmental Regulation,-31.8918,116.7724
BALLAN CH @ 26.1KM,232709,"VIC - Department of Environment, Land, Water and Planning",-37.74399965,144.1796703
BALLAN CH @ 35.3 KM,232710,"VIC - Department of Environment, Land, Water and Planning",-37.78353704,144.1981374
BALLAN CH D/S BOSTOC,232708,"VIC - Department of Environment, Land, Water and Planning",-37.67336408,144.2049299
BALLAN CH FLACKS LN,232707,"VIC - Department of Environment, Land, Water and Planning",-37.57690972,144.1918654
Ballan Channel below Confluence with Bostock Ch.,ME610A,VIC - Barwon Region Water Corporation (Barwon Water),-37.67337054,144.2047845
